,problem,success_clues,username,state,clues,has_final_rewrite,has_final_trivial,has_final_l,has_final_m,has_all_clues,has_leq_half_clues,is_missing_clues,is_success,is_fail
0,generateCardDeck,"[1, 2, 3, 4, 5]",student23,fail,"[1, 2, 4]",True,False,False,True,False,False,True,False,True
1,generateCardDeck,"[1, 2, 3, 4, 5]",student33,fail,"[1, 2, 3, 3, 5, 4]",False,False,False,False,True,False,False,False,True
2,generateCardDeck,"[1, 2, 3, 4, 5]",student35,fail,"[1, 2, 4]",True,False,False,True,False,False,True,False,True
3,generateCardDeck,"[1, 2, 3, 4, 5]",student40,fail,"[1, 2, 3, 4, 5]",True,False,False,True,True,False,False,False,True
4,generateCardDeck,"[1, 2, 3, 4, 5]",student44,fail,"[2, 4]",True,True,False,False,False,True,True,False,True
5,generateCardDeck,"[1, 2, 3, 4, 5]",student50,fail,"[1, 2, 3, 4, 5]",True,True,False,False,True,False,False,False,True
6,generateCardDeck,"[1, 2, 3, 4, 5]",student59,fail,"[1, 2, 3, 5]",True,True,False,False,False,False,True,False,True
7,generateCardDeck,"[1, 2, 3, 4, 5]",student60,fail,"[1, 2, 3, 4, 5]",True,False,True,False,True,False,False,False,True
8,generateCardDeck,"[1, 2, 3, 4, 5]",student63,success,"[2, 3, 5, 1, 4]",False,False,False,False,True,False,False,True,False
9,generateCardDeck,"[1, 2, 3, 4, 5]",student64,fail,"[2, 3]",True,False,True,False,False,True,True,False,True
10,generateCardDeck,"[1, 2, 3, 4, 5]",student69,fail,"[1, 2]",True,True,False,False,False,True,True,False,True
11,generateCardDeck,"[1, 2, 3, 4, 5]",student75,fail,"[1, 2]",True,True,False,False,False,True,True,False,True
12,generateCardDeck,"[1, 2, 3, 4, 5]",student79,fail,"[1, 2, 3, 4]",True,False,False,True,False,False,True,False,True
13,fib,"[1, 2, 3, 4, 5, 6]",student8,success,"[1, 2, 3]",False,False,False,False,False,True,True,True,False
14,fib,"[1, 2, 3, 4, 5, 6]",student11,success,[5],True,False,False,True,False,True,True,True,False
15,fib,"[1, 2, 3, 4, 5, 6]",student13,fail,"[1, 2]",False,False,False,False,False,True,True,False,True
16,fib,"[1, 2, 3, 4, 5, 6]",student16,success,"[2, 5]",False,False,False,False,False,True,True,True,False
17,fib,"[1, 2, 3, 4, 5, 6]",student22,success,"[2, 5]",True,False,False,True,False,True,True,True,False
18,fib,"[1, 2, 3, 4, 5, 6]",student37,success,"[1, 2, 4, 6]",False,False,False,False,False,False,True,True,False
19,fib,"[1, 2, 3, 4, 5, 6]",student2,success,"[2, 5]",True,False,False,True,False,True,True,True,False
20,fib,"[1, 2, 3, 4, 5, 6]",student5,success,"[2, 5]",True,False,False,True,False,True,True,True,False
21,pattern,"[1, 2, 3, 4, 5]",student3,fail,"[1, 4, 5]",True,True,False,False,False,False,True,False,True
22,pattern,"[1, 2, 3, 4, 5]",student4,success,"[1, 2, 3, 4, 5]",True,False,False,True,True,False,False,True,False
23,pattern,"[1, 2, 3, 4, 5]",student17,success,"[3, 4]",False,False,False,False,False,True,True,True,False
24,pattern,"[1, 2, 3, 4, 5]",student25,success,"[1, 2, 3, 4, 5]",True,False,False,True,True,False,False,True,False
25,pattern,"[1, 2, 3, 4, 5]",student26,fail,"[3, 4]",True,True,False,False,False,True,True,False,True
26,pattern,"[1, 2, 3, 4, 5]",student41,fail,"[2, 3, 4, 5, 1]",True,False,False,True,True,False,False,False,True
27,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student23,fail,"[1, 2, 3, 4, 6, 8]",False,False,False,False,False,False,True,False,True
28,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student33,success,"[1, 2, 3, 4, 5, 6, 7, 8]",False,False,False,False,True,False,False,True,False
29,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student35,fail,"[1, 2, 3, 4, 5, 6, 7, 8]",False,False,False,False,True,False,False,False,True
30,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student40,success,"[2, 4, 5, 6, 7, 8, 1]",False,False,False,False,False,False,True,True,False
31,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student44,success,"[2, 4, 5, 7]",False,False,False,False,False,True,True,True,False
32,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student50,success,"[1, 2, 4, 5, 6, 7, 3]",False,False,False,False,False,False,True,True,False
33,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student59,fail,"[1, 2, 3, 4, 5, 6, 8]",True,True,False,False,False,False,True,False,True
34,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student60,success,"[1, 2, 3, 6, 7, 8]",False,False,False,False,False,False,True,True,False
35,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student63,success,"[1, 2, 3, 4, 5, 6, 7, 8]",False,False,False,False,True,False,False,True,False
36,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student64,success,"[2, 4, 5, 6, 7]",False,False,False,False,False,False,True,True,False
37,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student69,fail,"[1, 2, 4, 5, 6]",True,False,False,True,False,False,True,False,True
38,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student75,fail,"[8, 1, 5, 7]",False,False,False,False,False,True,True,False,True
39,total_bill,"[1, 2, 3, 4, 5, 6, 7, 8]",student79,success,"[1, 3, 4, 5, 6, 7, 2]",False,False,False,False,False,False,True,True,False
40,translate,"[1, 2, 3, 4, 5, 6, 7]",student23,fail,"[1, 2, 4]",True,True,False,False,False,True,True,False,True
41,translate,"[1, 2, 3, 4, 5, 6, 7]",student50,fail,"[1, 2, 4, 5, 3, 6, 7]",False,False,False,False,True,False,False,False,True
42,translate,"[1, 2, 3, 4, 5, 6, 7]",student59,fail,"[1, 2, 4, 5, 6, 3, 7]",False,False,False,False,True,False,False,False,True
43,translate,"[1, 2, 3, 4, 5, 6, 7]",student60,fail,"[1, 2, 4, 5, 6, 3, 7]",False,False,False,False,True,False,False,False,True
44,translate,"[1, 2, 3, 4, 5, 6, 7]",student64,fail,"[4, 5]",True,False,False,True,False,True,True,False,True
45,translate,"[1, 2, 3, 4, 5, 6, 7]",student69,fail,"[2, 3, 4]",True,False,False,True,False,True,True,False,True
46,translate,"[1, 2, 3, 4, 5, 6, 7]",student75,fail,"[2, 4, 6]",True,True,False,False,False,True,True,False,True
47,student_grades,"[1, 2, 3, 4]",student2,fail,[],True,True,False,False,False,True,True,False,True
48,student_grades,"[1, 2, 3, 4]",student5,fail,"[1, 2, 4]",True,False,False,True,False,False,True,False,True
49,student_grades,"[1, 2, 3, 4]",student11,fail,[2],True,True,False,False,False,True,True,False,True
50,student_grades,"[1, 2, 3, 4]",student16,success,"[2, 3, 4]",True,False,False,True,False,False,True,True,False
51,student_grades,"[1, 2, 3, 4]",student61,fail,[2],True,False,False,True,False,True,True,False,True
52,student_grades,"[1, 2, 3, 4]",student74,fail,[2],True,False,False,True,False,True,True,False,True
53,convert,"[1, 2, 3, 4, 5]",student3,fail,[2],False,False,False,False,False,True,True,False,True
54,convert,"[1, 2, 3, 4, 5]",student4,fail,"[2, 4]",True,False,False,True,False,True,True,False,True
55,convert,"[1, 2, 3, 4, 5]",student10,success,"[1, 2, 4, 5]",True,False,False,True,False,False,True,True,False
56,convert,"[1, 2, 3, 4, 5]",student17,success,"[2, 3, 4, 1, 5]",True,False,False,True,True,False,False,True,False
57,convert,"[1, 2, 3, 4, 5]",student21,success,"[2, 3, 4, 5, 1]",True,False,False,True,True,False,False,True,False
58,convert,"[1, 2, 3, 4, 5]",student25,success,"[2, 4]",True,False,True,False,False,True,True,True,False
59,convert,"[1, 2, 3, 4, 5]",student26,fail,[2],True,False,False,True,False,True,True,False,True
60,convert,"[1, 2, 3, 4, 5]",student30,fail,"[2, 3, 4, 5]",False,False,False,False,False,False,True,False,True
61,convert,"[1, 2, 3, 4, 5]",student41,success,"[2, 3, 4]",True,False,False,True,False,False,True,True,False
62,convert,"[1, 2, 3, 4, 5]",student51,success,"[2, 3, 4, 5, 5]",False,False,False,False,False,False,True,True,False
63,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student23,fail,"[1, 2, 3, 5]",True,False,False,True,False,False,True,False,True
64,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student33,fail,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,False,True
65,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student35,fail,"[1, 2, 3]",True,False,False,True,False,True,True,False,True
66,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student40,success,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,True,False
67,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student44,fail,"[2, 3, 5]",True,True,False,False,False,True,True,False,True
68,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student50,fail,"[2, 3]",True,False,True,False,False,True,True,False,True
69,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student59,fail,"[1, 6]",True,True,False,False,False,True,True,False,True
70,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student60,fail,"[1, 3, 4, 6]",True,False,False,True,False,False,True,False,True
71,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student63,success,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,True,False
72,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student64,success,"[1, 2, 3, 4, 5, 6, 6]",False,False,False,False,True,False,False,True,False
73,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student69,success,"[1, 2, 3, 4, 6]",True,True,False,False,False,False,True,True,False
74,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student75,fail,[1],True,True,False,False,False,True,True,False,True
75,sortBySuccessRate,"[1, 2, 3, 4, 5, 6]",student79,success,"[1, 2, 3, 4, 5, 6]",True,True,False,False,True,False,False,True,False
76,laugh,"[1, 2, 3, 4, 5, 6, 7]",student2,fail,"[1, 2, 3, 5, 6]",False,False,False,False,False,False,True,False,True
77,laugh,"[1, 2, 3, 4, 5, 6, 7]",student5,fail,"[1, 4, 6]",True,False,False,True,False,True,True,False,True
78,laugh,"[1, 2, 3, 4, 5, 6, 7]",student8,fail,"[1, 2, 4, 5, 6]",True,False,False,True,False,False,True,False,True
79,laugh,"[1, 2, 3, 4, 5, 6, 7]",student11,fail,"[3, 6]",False,False,False,False,False,True,True,False,True
80,laugh,"[1, 2, 3, 4, 5, 6, 7]",student13,success,"[2, 3, 5, 6]",True,True,False,False,False,False,True,True,False
81,laugh,"[1, 2, 3, 4, 5, 6, 7]",student22,fail,"[1, 2]",False,False,False,False,False,True,True,False,True
82,laugh,"[1, 2, 3, 4, 5, 6, 7]",student37,success,"[1, 2, 3, 4, 5, 6]",False,False,False,False,False,False,True,True,False
83,laugh,"[1, 2, 3, 4, 5, 6, 7]",student72,success,"[1, 2, 3, 5, 6]",False,False,False,False,False,False,True,True,False
84,times_with,"[1, 2, 3, 4, 5]",student23,fail,"[1, 2, 3, 4]",True,True,False,False,False,False,True,False,True
85,times_with,"[1, 2, 3, 4, 5]",student35,fail,"[1, 2, 3, 4]",False,False,False,False,False,False,True,False,True
86,times_with,"[1, 2, 3, 4, 5]",student40,fail,"[1, 2, 3, 4]",True,True,False,False,False,False,True,False,True
87,times_with,"[1, 2, 3, 4, 5]",student50,fail,"[1, 2, 3, 4]",False,False,False,False,False,False,True,False,True
88,times_with,"[1, 2, 3, 4, 5]",student59,success,"[1, 2, 3, 5]",True,False,False,True,False,False,True,True,False
89,times_with,"[1, 2, 3, 4, 5]",student60,success,"[1, 2, 3, 4, 5]",False,False,False,False,True,False,False,True,False
90,times_with,"[1, 2, 3, 4, 5]",student63,fail,"[1, 2, 3, 4, 5]",True,False,False,True,True,False,False,False,True
91,times_with,"[1, 2, 3, 4, 5]",student64,fail,"[1, 2, 3, 4]",False,False,False,False,False,False,True,False,True
92,times_with,"[1, 2, 3, 4, 5]",student69,success,"[1, 2, 3, 4, 1]",False,False,False,False,False,False,True,True,False
93,times_with,"[1, 2, 3, 4, 5]",student75,fail,"[2, 4]",False,False,False,False,False,True,True,False,True
94,times_with,"[1, 2, 3, 4, 5]",student79,fail,"[1, 2, 3, 5]",True,False,False,True,False,False,True,False,True
95,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student27,success,"[1, 2, 3, 4, 5, 6, 7]",False,False,False,False,True,False,False,True,False
96,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student29,fail,"[2, 3, 4, 5, 6, 7]",True,False,False,True,False,False,True,False,True
